"Time Offset [ms]","Time [ms]","Patched Time [ms]","Time [hh:mm:ss.ms]","T-Zero Time [ms]","T-zero Time [hh:mm:ss.ms]","Temperature [ºC]","Humidity [%RH]","X [g]","Y [g]","Z [g]","Magnitude [g]","Pressure [hPa]","Temperature [ºC]","Altitude [m]","eCO2 [ppm]","TVOC [ppb]"
6206162,15405,6221567,01:43:41.567,96863,00:01:36.863,31.2,15.01,-1.30,-0.23,0.14,1.33,295,30.8,9779,400,0
6206162,15450,6221612,01:43:41.612,96908,00:01:36.908,31.2,15.02,-1.02,-0.53,0.08,1.15,295,30.8,9779,400,0
6206162,15498,6221660,01:43:41.660,96956,00:01:36.956,31.2,15.04,-0.88,-0.66,0.20,1.12,295,30.8,9779,400,0
6206162,15543,6221705,01:43:41.705,97001,00:01:37.001,31.2,15.04,-0.50,-0.55,-0.19,0.77,295,30.8,9779,400,0
6206162,15588,6221750,01:43:41.750,97046,00:01:37.046,31.2,14.99,-0.19,-0.80,-0.47,0.95,295,30.8,9779,407,1
6206162,15633,6221795,01:43:41.795,97091,00:01:37.091,31.2,15.00,-0.22,-0.61,-0.20,0.68,295,30.8,9779,400,0
6206162,15678,6221840,01:43:41.840,97136,00:01:37.136,31.2,15.00,-0.25,-0.36,-0.33,0.55,295,30.8,9779,400,1
6206162,15723,6221885,01:43:41.885,97181,00:01:37.181,31.2,15.01,0.16,-0.14,-0.47,0.52,295,30.8,9779,400,0
6206162,15768,6221930,01:43:41.930,97226,00:01:37.226,31.2,14.96,0.30,0.02,-0.50,0.58,297,30.7,9726,407,3
6206162,15813,6221975,01:43:41.975,97271,00:01:37.271,31.2,15.01,0.41,0.03,-0.38,0.56,297,30.7,9726,405,3
6206162,15858,6222020,01:43:42.020,97316,00:01:37.316,31.2,15.05,0.55,0.17,-0.45,0.73,297,30.7,9726,405,4
6206162,15906,6222068,01:43:42.068,97364,00:01:37.364,31.2,15.10,0.58,0.36,-0.53,0.86,297,30.7,9726,404,0
6206162,15951,6222113,01:43:42.113,97409,00:01:37.409,31.2,15.10,0.67,0.52,-0.44,0.96,297,30.7,9726,408,2
6206162,15996,6222158,01:43:42.158,97454,00:01:37.454,31.2,15.11,0.88,0.70,-0.53,1.24,297,30.7,9726,406,3
6206162,16041,6222203,01:43:42.203,97499,00:01:37.499,31.2,15.16,0.67,0.94,-0.34,1.20,297,30.7,9726,400,7
6206162,16086,6222248,01:43:42.248,97544,00:01:37.544,31.2,15.17,1.00,0.50,-0.41,1.19,297,30.7,9726,401,0
6206162,16131,6222293,01:43:42.293,97589,00:01:37.589,31.2,15.19,0.89,0.56,-0.17,1.07,297,30.7,9726,400,6
6206162,16176,6222338,01:43:42.338,97634,00:01:37.634,31.2,15.16,0.84,0.73,-0.47,1.21,297,30.7,9726,405,2
6206162,16221,6222383,01:43:42.383,97679,00:01:37.679,31.2,15.23,1.56,0.81,-0.44,1.81,297,30.7,9726,400,4
6206162,16266,6222428,01:43:42.428,97724,00:01:37.724,31.2,15.29,1.05,1.25,-0.06,1.63,297,30.7,9726,400,0
6206162,16311,6222473,01:43:42.473,97769,00:01:37.769,31.2,15.22,0.98,0.70,-0.03,1.20,297,30.7,9726,403,0
6206162,16359,6222521,01:43:42.521,97817,00:01:37.817,31.2,15.30,1.36,0.62,0.00,1.49,297,30.7,9726,401,2
6206162,16404,6222566,01:43:42.566,97862,00:01:37.862,31.2,15.36,1.64,0.78,-0.11,1.82,297,30.7,9726,400,0
6206162,16449,6222611,01:43:42.611,97907,00:01:37.907,31.2,15.40,1.98,0.94,-0.30,2.21,297,30.7,9726,409,6
6206162,16494,6222656,01:43:42.656,97952,00:01:37.952,31.2,15.38,1.19,0.55,0.03,1.31,297,30.7,9726,407,2
6206162,16539,6222701,01:43:42.701,97997,00:01:37.997,31.2,15.40,1.05,0.42,-0.08,1.13,297,30.7,9726,406,4
6206162,16584,6222746,01:43:42.746,98042,00:01:38.042,31.2,15.35,1.59,0.55,-0.19,1.69,297,30.7,9726,408,4
6206162,16629,6222791,01:43:42.791,98087,00:01:38.087,31.2,15.30,1.17,0.50,-0.12,1.28,297,30.7,9726,402,0
6206162,16674,6222836,01:43:42.836,98132,00:01:38.132,31.2,15.18,1.20,0.48,-0.12,1.30,297,30.7,9726,400,0
6206162,16719,6222881,01:43:42.881,98177,00:01:38.177,31.2,15.08,1.16,0.62,-0.14,1.32,297,30.7,9726,400,0
6206162,16767,6222929,01:43:42.929,98225,00:01:38.225,31.2,14.88,1.06,0.56,-0.28,1.23,299,30.6,9695,400,0
6206162,16812,6222974,01:43:42.974,98270,00:01:38.270,31.2,14.55,1.11,0.28,-0.30,1.18,299,30.6,9695,400,2
6206162,16857,6223019,01:43:43.019,98315,00:01:38.315,31.2,14.14,0.81,0.25,-0.20,0.87,299,30.6,9695,400,0
6206162,16902,6223064,01:43:43.064,98360,00:01:38.360,31.2,13.62,0.80,0.42,-0.38,0.98,299,30.6,9695,406,4
6206162,16947,6223109,01:43:43.109,98405,00:01:38.405,31.2,13.35,0.70,0.33,-0.47,0.91,299,30.6,9695,400,3
6206162,16992,6223154,01:43:43.154,98450,00:01:38.450,31.2,13.39,0.59,0.31,-0.38,0.77,299,30.6,9695,404,3
6206162,17037,6223199,01:43:43.199,98495,00:01:38.495,31.2,13.61,0.44,0.56,-0.39,0.81,299,30.6,9695,401,4
6206162,17082,6223244,01:43:43.244,98540,00:01:38.540,31.2,13.91,0.53,0.78,-0.53,1.08,299,30.6,9695,406,3
6206162,17127,6223289,01:43:43.289,98585,00:01:38.585,31.2,14.23,0.75,0.61,-0.23,0.99,299,30.6,9695,400,2
6206162,17172,6223334,01:43:43.334,98630,00:01:38.630,31.2,14.55,0.89,0.70,-0.17,1.14,299,30.6,9695,400,1
6206162,17220,6223382,01:43:43.382,98678,00:01:38.678,31.2,14.78,0.22,1.45,-0.33,1.50,299,30.6,9695,402,0
6206162,17278,6223440,01:43:43.440,98736,00:01:38.736,31.2,15.03,1.33,0.45,-0.11,1.41,299,30.6,9695,400,5
6206162,17323,6223485,01:43:43.485,98781,00:01:38.781,31.2,15.22,1.30,0.67,-0.22,1.48,299,30.6,9695,407,6
6206162,17368,6223530,01:43:43.530,98826,00:01:38.826,31.2,15.22,1.61,-0.08,-0.19,1.62,299,30.6,9695,410,7
6206162,17413,6223575,01:43:43.575,98871,00:01:38.871,31.2,15.18,1.14,-0.33,-0.27,1.22,299,30.6,9695,400,5
6206162,17458,6223620,01:43:43.620,98916,00:01:38.916,31.2,15.15,1.27,-0.55,-0.16,1.39,299,30.6,9695,405,6
6206162,17503,6223665,01:43:43.665,98961,00:01:38.961,31.2,15.06,1.19,-0.66,0.02,1.36,299,30.6,9695,403,2
6206162,17548,6223710,01:43:43.710,99006,00:01:39.006,31.2,14.93,0.86,-1.05,0.05,1.36,299,30.6,9695,401,1
6206162,17593,6223755,01:43:43.755,99051,00:01:39.051,31.2,14.85,0.94,-0.98,0.19,1.37,299,30.6,9695,403,4
6206162,17641,6223803,01:43:43.803,99099,00:01:39.099,31.2,14.78,1.09,-1.14,0.16,1.59,299,30.6,9695,400,0
6206162,17686,6223848,01:43:43.848,99144,00:01:39.144,31.2,14.69,1.27,-1.42,0.17,1.91,299,30.6,9695,405,2
6206162,17731,6223893,01:43:43.893,99189,00:01:39.189,31.2,14.68,1.08,-1.06,0.20,1.53,299,30.6,9695,403,6
6206162,17776,6223938,01:43:43.938,99234,00:01:39.234,31.2,14.71,0.98,-0.89,0.14,1.33,300,30.6,9649,400,5
6206162,17821,6223983,01:43:43.983,99279,00:01:39.279,31.2,14.86,1.41,-0.86,-0.03,1.65,300,30.6,9649,407,0
6206162,17866,6224028,01:43:44.028,99324,00:01:39.324,31.2,14.91,1.33,-0.70,0.17,1.51,300,30.6,9649,403,2
6206162,17911,6224073,01:43:44.073,99369,00:01:39.369,31.2,15.00,0.48,-0.16,0.16,0.53,300,30.6,9649,400,7
6206162,17956,6224118,01:43:44.118,99414,00:01:39.414,31.1,15.00,0.64,-0.34,0.06,0.73,300,30.6,9649,400,6
6206162,18001,6224163,01:43:44.163,99459,00:01:39.459,31.1,14.96,0.42,0.03,-0.09,0.43,300,30.6,9649,400,0
6206162,18046,6224208,01:43:44.208,99504,00:01:39.504,31.1,14.94,0.02,-0.20,-0.12,0.23,300,30.6,9649,403,1
6206162,18094,6224256,01:43:44.256,99552,00:01:39.552,31.1,14.81,0.03,0.16,-0.39,0.42,300,30.6,9649,406,0
6206162,18139,6224301,01:43:44.301,99597,00:01:39.597,31.1,14.58,-0.42,0.17,-0.45,0.64,300,30.6,9649,400,0
6206162,18184,6224346,01:43:44.346,99642,00:01:39.642,31.1,14.33,-0.50,0.36,-0.41,0.74,300,30.6,9649,400,0
6206162,18229,6224391,01:43:44.391,99687,00:01:39.687,31.1,14.05,-0.39,0.56,-0.41,0.80,300,30.6,9649,400,3
6206162,18274,6224436,01:43:44.436,99732,00:01:39.732,31.1,13.89,-0.66,0.83,-0.48,1.16,300,30.6,9649,404,6
6206162,18319,6224481,01:43:44.481,99777,00:01:39.777,31.1,13.87,-0.84,0.83,-0.34,1.23,300,30.6,9649,406,4
6206162,18364,6224526,01:43:44.526,99822,00:01:39.822,31.1,13.86,-0.91,1.02,-0.34,1.41,300,30.6,9649,402,1
6206162,18409,6224571,01:43:44.571,99867,00:01:39.867,31.1,13.98,-0.81,0.73,-0.17,1.10,300,30.6,9649,408,0
6206162,18454,6224616,01:43:44.616,99912,00:01:39.912,31.1,14.01,-1.36,0.94,-0.11,1.66,300,30.6,9649,405,3
6206162,18502,6224664,01:43:44.664,99960,00:01:39.960,31.1,14.16,-1.27,1.33,-0.22,1.85,300,30.6,9649,405,1
6206162,18547,6224709,01:43:44.709,100005,00:01:40.005,31.1,14.19,-1.31,1.06,-0.20,1.70,300,30.6,9649,405,7
6206162,18592,6224754,01:43:44.754,100050,00:01:40.050,31.1,14.25,-1.31,0.92,-0.20,1.61,300,30.6,9649,400,4
6206162,18637,6224799,01:43:44.799,100095,00:01:40.095,31.1,14.24,-1.20,0.67,-0.25,1.40,300,30.6,9649,413,4
6206162,18682,6224844,01:43:44.844,100140,00:01:40.140,31.1,14.29,-0.97,0.53,-0.09,1.11,300,30.6,9649,404,1
6206162,18727,6224889,01:43:44.889,100185,00:01:40.185,31.1,14.28,-1.05,0.45,-0.14,1.15,300,30.6,9649,405,6
6206162,18772,6224934,01:43:44.934,100230,00:01:40.230,31.1,14.26,-1.17,0.25,-0.06,1.20,302,30.6,9616,401,4
6206162,18817,6224979,01:43:44.979,100275,00:01:40.275,31.1,14.27,-1.02,0.30,-0.03,1.06,302,30.6,9616,400,0
6206162,18862,6225024,01:43:45.024,100320,00:01:40.320,31.1,14.24,-1.11,0.14,-0.02,1.12,302,30.6,9616,400,0
6206162,18910,6225072,01:43:45.072,100368,00:01:40.368,31.1,14.23,-1.20,-0.09,-0.11,1.21,302,30.6,9616,402,4
6206162,18955,6225117,01:43:45.117,100413,00:01:40.413,31.1,14.20,-1.08,-0.22,-0.14,1.11,302,30.6,9616,400,5
6206162,19000,6225162,01:43:45.162,100458,00:01:40.458,31.1,14.14,-0.97,-0.22,-0.06,1.00,302,30.6,9616,400,4
6206162,19045,6225207,01:43:45.207,100503,00:01:40.503,31.1,14.05,-0.88,-0.27,-0.12,0.93,302,30.6,9616,404,1
6206162,19090,6225252,01:43:45.252,100548,00:01:40.548,31.1,14.01,-0.80,-0.19,-0.16,0.84,302,30.6,9616,401,0
6206162,19135,6225297,01:43:45.297,100593,00:01:40.593,31.1,13.87,-0.81,-0.20,-0.20,0.86,302,30.6,9616,404,1
6206162,19180,6225342,01:43:45.342,100638,00:01:40.638,31.1,13.73,-0.78,-0.31,-0.31,0.89,302,30.6,9616,400,0
6206162,19225,6225387,01:43:45.387,100683,00:01:40.683,31.1,13.53,-0.53,-0.53,-0.19,0.77,302,30.6,9616,406,0
6206162,19270,6225432,01:43:45.432,100728,00:01:40.728,31.1,13.39,-0.55,-0.48,-0.33,0.80,302,30.6,9616,402,0
6206162,19315,6225477,01:43:45.477,100773,00:01:40.773,31.1,13.14,-0.62,-0.31,-0.42,0.81,302,30.6,9616,400,2
6206162,19363,6225525,01:43:45.525,100821,00:01:40.821,31.1,13.03,-0.61,-0.27,-0.55,0.86,302,30.6,9616,409,5
6206162,19408,6225570,01:43:45.570,100866,00:01:40.866,31.1,13.01,-0.50,-0.58,-0.58,0.96,302,30.6,9616,402,3
6206162,19453,6225615,01:43:45.615,100911,00:01:40.911,31.1,13.11,-0.23,-0.45,-0.47,0.69,302,30.6,9616,404,0
6206162,19498,6225660,01:43:45.660,100956,00:01:40.956,31.1,13.33,-0.05,-0.33,-0.45,0.56,302,30.6,9616,402,1
6206162,19543,6225705,01:43:45.705,101001,00:01:41.001,31.1,13.64,0.06,-0.42,-0.47,0.63,302,30.6,9616,400,2
6206162,19588,6225750,01:43:45.750,101046,00:01:41.046,31.1,13.96,0.14,-0.41,-0.59,0.73,302,30.6,9616,400,0
6206162,19633,6225795,01:43:45.795,101091,00:01:41.091,31.1,14.27,0.27,-0.34,-0.56,0.71,302,30.6,9616,402,5
6206162,19678,6225840,01:43:45.840,101136,00:01:41.136,31.1,14.49,0.48,-0.56,-0.42,0.85,302,30.6,9616,400,1
6206162,19723,6225885,01:43:45.885,101181,00:01:41.181,31.1,14.68,0.70,-0.45,-0.42,0.93,302,30.6,9616,400,0
6206162,19771,6225933,01:43:45.933,101229,00:01:41.229,31.1,14.83,1.23,-0.62,-0.44,1.45,304,30.6,9570,400,0
6206162,19825,6225987,01:43:45.987,101283,00:01:41.283,31.1,14.92,0.92,-0.27,-0.25,0.99,304,30.6,9570,408,0
6206162,19871,6226033,01:43:46.033,101329,00:01:41.329,31.1,14.99,1.19,-0.34,-0.39,1.30,304,30.6,9570,401,2
6206162,19916,6226078,01:43:46.078,101374,00:01:41.374,31.1,15.01,0.58,-0.22,-0.14,0.64,304,30.6,9570,400,2
6206162,19961,6226123,01:43:46.123,101419,00:01:41.419,31.1,15.05,1.22,-0.84,-0.05,1.48,304,30.6,9570,400,1
6206162,20006,6226168,01:43:46.168,101464,00:01:41.464,31.1,15.04,0.92,-1.03,0.05,1.38,304,30.6,9570,400,0
6206162,20051,6226213,01:43:46.213,101509,00:01:41.509,31.1,15.02,0.83,-0.75,-0.16,1.13,304,30.6,9570,400,3
6206162,20096,6226258,01:43:46.258,101554,00:01:41.554,31.1,14.91,0.66,-0.98,0.09,1.18,304,30.6,9570,402,0
6206162,20141,6226303,01:43:46.303,101599,00:01:41.599,31.1,14.75,0.66,-1.11,0.06,1.29,304,30.6,9570,400,1
6206162,20189,6226351,01:43:46.351,101647,00:01:41.647,31.1,14.64,0.66,-1.31,0.23,1.48,304,30.6,9570,400,0
6206162,20234,6226396,01:43:46.396,101692,00:01:41.692,31.1,14.46,0.38,-1.11,0.22,1.19,304,30.6,9570,405,0
6206162,20279,6226441,01:43:46.441,101737,00:01:41.737,31.1,14.30,0.53,-1.00,0.19,1.15,304,30.6,9570,407,0
6206162,20324,6226486,01:43:46.486,101782,00:01:41.782,31.1,14.17,0.47,-1.19,0.30,1.31,304,30.6,9570,408,4
6206162,20369,6226531,01:43:46.531,101827,00:01:41.827,31.1,14.16,0.58,-1.23,0.34,1.40,304,30.6,9570,405,0
6206162,20414,6226576,01:43:46.576,101872,00:01:41.872,31.1,14.20,0.77,-1.00,0.20,1.28,304,30.6,9570,406,3
6206162,20459,6226621,01:43:46.621,101917,00:01:41.917,31.1,14.30,0.53,-1.19,0.31,1.34,304,30.6,9570,405,4
6206162,20504,6226666,01:43:46.666,101962,00:01:41.962,31.1,14.49,0.61,-1.22,0.23,1.38,304,30.6,9570,401,3
6206162,20549,6226711,01:43:46.711,102007,00:01:42.007,31.0,14.63,0.64,-1.27,0.20,1.44,304,30.6,9570,411,3
6206162,20594,6226756,01:43:46.756,102052,00:01:42.052,31.0,14.69,0.73,-1.34,0.03,1.53,304,30.6,9570,408,3
6206162,20642,6226804,01:43:46.804,102100,00:01:42.100,31.0,14.80,0.78,-0.77,0.08,1.10,304,30.6,9570,405,0
6206162,20687,6226849,01:43:46.849,102145,00:01:42.145,31.0,14.79,0.58,-0.66,-0.03,0.88,304,30.6,9570,408,0
6206162,20732,6226894,01:43:46.894,102190,00:01:42.190,31.0,14.71,0.62,-0.47,-0.06,0.78,305,30.6,9533,406,0
6206162,20777,6226939,01:43:46.939,102235,00:01:42.235,31.0,14.59,0.86,-0.22,-0.17,0.90,305,30.5,9532,412,6
6206162,20822,6226984,01:43:46.984,102280,00:01:42.280,31.0,14.44,0.67,-0.31,-0.39,0.83,305,30.5,9532,412,6
6206162,20867,6227029,01:43:47.029,102325,00:01:42.325,31.0,14.25,0.95,0.14,-0.58,1.12,305,30.5,9532,402,0
6206162,20912,6227074,01:43:47.074,102370,00:01:42.370,31.0,13.98,1.03,0.09,-0.52,1.16,305,30.5,9532,412,4
6206162,20957,6227119,01:43:47.119,102415,00:01:42.415,31.0,13.83,1.02,0.00,-0.50,1.14,305,30.5,9532,401,0
6206162,21002,6227164,01:43:47.164,102460,00:01:42.460,31.0,13.72,1.25,-0.44,-0.52,1.42,305,30.5,9532,404,2
6206162,21050,6227212,01:43:47.212,102508,00:01:42.508,31.0,13.76,1.12,-0.27,-0.33,1.20,305,30.5,9532,402,0
6206162,21095,6227257,01:43:47.257,102553,00:01:42.553,31.0,13.83,1.33,-0.61,-0.42,1.52,305,30.5,9532,408,8
6206162,21140,6227302,01:43:47.302,102598,00:01:42.598,31.0,13.77,1.09,-0.69,-0.20,1.31,305,30.5,9532,400,5
6206162,21185,6227347,01:43:47.347,102643,00:01:42.643,31.0,13.26,1.25,-0.84,-0.12,1.51,305,30.5,9532,400,0
6206162,21230,6227392,01:43:47.392,102688,00:01:42.688,31.0,13.77,1.12,-0.91,-0.16,1.45,305,30.5,9532,405,0
6206162,21275,6227437,01:43:47.437,102733,00:01:42.733,31.0,14.44,0.72,-0.86,-0.06,1.12,305,30.5,9532,406,0
6206162,21320,6227482,01:43:47.482,102778,00:01:42.778,31.0,14.54,0.88,-0.94,0.00,1.29,305,30.5,9532,400,1
6206162,21365,6227527,01:43:47.527,102823,00:01:42.823,31.0,14.62,1.02,-1.38,-0.05,1.72,305,30.5,9532,408,9
6206162,21410,6227572,01:43:47.572,102868,00:01:42.868,31.0,14.64,0.78,-1.00,0.03,1.27,305,30.5,9532,401,6
6206162,21458,6227620,01:43:47.620,102916,00:01:42.916,31.0,14.68,0.78,-1.00,0.12,1.27,305,30.5,9532,400,2
6206162,21503,6227665,01:43:47.665,102961,00:01:42.961,31.0,14.66,0.92,-0.95,0.03,1.32,305,30.5,9532,400,3
6206162,21548,6227710,01:43:47.710,103006,00:01:43.006,31.0,14.64,1.08,-1.05,-0.06,1.51,305,30.5,9532,400,0
6206162,21593,6227755,01:43:47.755,103051,00:01:43.051,31.0,14.64,0.78,-0.92,-0.06,1.21,305,30.5,9532,409,0
6206162,21638,6227800,01:43:47.800,103096,00:01:43.096,31.0,14.62,0.94,-0.84,0.03,1.26,305,30.5,9532,401,0
6206162,21683,6227845,01:43:47.845,103141,00:01:43.141,31.0,14.61,0.73,-0.66,-0.09,0.99,305,30.5,9532,406,9
6206162,21728,6227890,01:43:47.890,103186,00:01:43.186,31.0,14.57,0.70,-0.42,-0.14,0.83,307,30.5,9491,402,6
6206162,21773,6227935,01:43:47.935,103231,00:01:43.231,31.0,14.53,0.94,-0.44,-0.34,1.09,307,30.4,9488,405,8
6206162,21818,6227980,01:43:47.980,103276,00:01:43.276,31.0,14.58,1.00,-0.16,-0.41,1.09,307,30.4,9488,407,4
6206162,21872,6228034,01:43:48.034,103330,00:01:43.330,31.0,14.55,0.72,0.23,-0.23,0.79,307,30.4,9488,402,6
6206162,21920,6228082,01:43:48.082,103378,00:01:43.378,31.0,14.59,0.81,0.44,-0.31,0.97,307,30.4,9488,401,6
6206162,21965,6228127,01:43:48.127,103423,00:01:43.423,31.0,14.59,0.39,0.95,0.36,1.09,307,30.4,9488,400,2
6206162,22010,6228172,01:43:48.172,103468,00:01:43.468,31.0,14.59,1.05,0.70,-0.16,1.27,307,30.4,9488,403,2
6206162,22055,6228217,01:43:48.217,103513,00:01:43.513,30.9,14.64,1.08,0.45,0.02,1.17,307,30.4,9488,400,3
6206162,22100,6228262,01:43:48.262,103558,00:01:43.558,30.9,14.59,1.22,0.42,0.14,1.30,307,30.4,9488,404,0
6206162,22145,6228307,01:43:48.307,103603,00:01:43.603,30.9,14.57,1.28,0.19,0.00,1.29,307,30.4,9488,402,5
6206162,22190,6228352,01:43:48.352,103648,00:01:43.648,31.0,14.51,1.47,-0.03,0.19,1.48,307,30.4,9488,400,2
6206162,22235,6228397,01:43:48.397,103693,00:01:43.693,30.9,14.44,1.45,-0.09,0.12,1.46,307,30.4,9488,410,0
6206162,22280,6228442,01:43:48.442,103738,00:01:43.738,31.0,14.41,1.31,-0.20,0.08,1.33,307,30.4,9488,400,4
6206162,22328,6228490,01:43:48.490,103786,00:01:43.786,31.0,14.38,1.64,-0.39,0.11,1.69,307,30.4,9488,400,2
6206162,22373,6228535,01:43:48.535,103831,00:01:43.831,31.0,14.39,1.70,-0.34,0.20,1.75,307,30.4,9488,411,2
6206162,22418,6228580,01:43:48.580,103876,00:01:43.876,31.0,14.49,1.38,-0.58,-0.05,1.50,307,30.4,9488,412,4
6206162,22463,6228625,01:43:48.625,103921,00:01:43.921,31.0,14.57,1.12,-0.48,0.09,1.22,307,30.4,9488,407,0
6206162,22508,6228670,01:43:48.670,103966,00:01:43.966,31.0,14.62,1.14,-0.45,0.02,1.23,307,30.4,9488,400,0
6206162,22553,6228715,01:43:48.715,104011,00:01:44.011,31.0,14.70,1.22,-0.14,-0.08,1.23,307,30.4,9488,400,0
6206162,22598,6228760,01:43:48.760,104056,00:01:44.056,31.0,14.71,1.11,0.02,-0.06,1.11,307,30.4,9488,400,0
6206162,22643,6228805,01:43:48.805,104101,00:01:44.101,31.0,14.70,1.22,-0.16,-0.14,1.24,307,30.4,9488,403,5
6206162,22688,6228850,01:43:48.850,104146,00:01:44.146,31.0,14.66,0.88,0.00,-0.14,0.89,307,30.4,9488,403,4
6206162,22733,6228895,01:43:48.895,104191,00:01:44.191,31.0,14.52,0.77,0.00,-0.14,0.78,309,30.4,9444,403,0
6206162,22780,6228942,01:43:48.942,104238,00:01:44.238,31.0,14.30,0.61,0.11,-0.22,0.66,309,30.4,9444,407,3
6206162,22826,6228988,01:43:48.988,104284,00:01:44.284,31.0,14.00,0.56,0.42,-0.55,0.89,309,30.4,9444,401,0
6206162,22871,6229033,01:43:49.033,104329,00:01:44.329,31.0,13.63,0.33,0.41,-0.28,0.60,309,30.4,9444,402,8
6206162,22916,6229078,01:43:49.078,104374,00:01:44.374,31.0,13.21,0.31,0.41,-0.45,0.68,309,30.4,9444,400,6
6206162,22961,6229123,01:43:49.123,104419,00:01:44.419,31.0,12.75,0.39,0.47,-0.50,0.79,309,30.4,9444,405,4
6206162,23006,6229168,01:43:49.168,104464,00:01:44.464,31.0,12.65,0.36,0.45,-0.48,0.75,309,30.4,9444,400,3
6206162,23051,6229213,01:43:49.213,104509,00:01:44.509,31.0,12.83,0.44,0.55,-0.47,0.85,309,30.4,9444,409,3
6206162,23096,6229258,01:43:49.258,104554,00:01:44.554,31.0,13.11,0.14,0.95,-0.56,1.11,309,30.4,9444,400,0
6206162,23141,6229303,01:43:49.303,104599,00:01:44.599,30.9,13.36,-0.03,1.02,-0.73,1.25,309,30.4,9444,400,7
6206162,23192,6229354,01:43:49.354,104650,00:01:44.650,31.0,13.54,0.39,0.88,-0.48,1.08,309,30.4,9444,402,0
6206162,23237,6229399,01:43:49.399,104695,00:01:44.695,31.0,13.75,0.61,0.91,-0.44,1.18,309,30.4,9444,404,4
6206162,23283,6229445,01:43:49.445,104741,00:01:44.741,30.9,13.87,0.25,1.09,-0.53,1.24,309,30.4,9444,402,5
6206162,23328,6229490,01:43:49.490,104786,00:01:44.786,31.0,14.06,1.12,1.27,-0.42,1.74,309,30.4,9444,400,0
6206162,23373,6229535,01:43:49.535,104831,00:01:44.831,30.9,14.16,0.95,0.86,-0.25,1.31,309,30.4,9444,400,0
6206162,23418,6229580,01:43:49.580,104876,00:01:44.876,30.9,14.34,1.02,0.72,-0.31,1.29,309,30.4,9444,400,3
6206162,23463,6229625,01:43:49.625,104921,00:01:44.921,31.0,14.41,1.14,0.52,-0.25,1.28,309,30.4,9444,402,0
6206162,23508,6229670,01:43:49.670,104966,00:01:44.966,30.9,14.54,1.33,0.30,-0.14,1.37,309,30.4,9444,402,7
6206162,23553,6229715,01:43:49.715,105011,00:01:45.011,31.0,14.56,1.23,-0.05,-0.16,1.24,309,30.4,9444,400,4
6206162,23598,6229760,01:43:49.760,105056,00:01:45.056,31.0,14.57,1.08,-0.02,-0.16,1.09,309,30.4,9444,401,6
6206162,23646,6229808,01:43:49.808,105104,00:01:45.104,31.0,14.58,1.02,-0.33,-0.19,1.09,309,30.4,9444,400,5
6206162,23691,6229853,01:43:49.853,105149,00:01:45.149,30.9,14.54,1.12,-0.42,-0.08,1.20,309,30.4,9444,400,7
6206162,23736,6229898,01:43:49.898,105194,00:01:45.194,31.0,14.52,1.20,-0.45,-0.08,1.28,311,30.4,9404,400,0
6206162,23781,6229943,01:43:49.943,105239,00:01:45.239,31.0,14.61,1.28,-0.56,-0.05,1.40,311,30.4,9404,403,2
6206162,23826,6229988,01:43:49.988,105284,00:01:45.284,31.0,14.53,1.05,-0.52,-0.08,1.17,311,30.4,9404,400,2
6206162,23871,6230033,01:43:50.033,105329,00:01:45.329,31.0,14.53,0.94,-0.56,-0.03,1.09,311,30.4,9404,403,0
6206162,23916,6230078,01:43:50.078,105374,00:01:45.374,30.9,14.51,1.28,-0.45,-0.16,1.37,311,30.4,9404,402,0
6206162,23961,6230123,01:43:50.123,105419,00:01:45.419,31.0,14.53,1.00,-0.36,-0.16,1.07,311,30.4,9404,400,2
6206162,24006,6230168,01:43:50.168,105464,00:01:45.464,30.9,14.48,1.11,-0.28,-0.14,1.15,311,30.4,9404,401,3
6206162,24054,6230216,01:43:50.216,105512,00:01:45.512,30.9,14.46,1.08,-0.31,-0.22,1.14,311,30.4,9404,400,0
6206162,24099,6230261,01:43:50.261,105557,00:01:45.557,30.9,14.41,0.86,-0.22,-0.25,0.92,311,30.4,9404,403,0
6206162,24144,6230306,01:43:50.306,105602,00:01:45.602,30.9,14.38,0.75,-0.20,-0.28,0.83,311,30.4,9404,402,2
6206162,24189,6230351,01:43:50.351,105647,00:01:45.647,30.9,14.30,0.86,-0.14,-0.42,0.97,311,30.4,9404,402,0
6206162,24234,6230396,01:43:50.396,105692,00:01:45.692,30.9,14.25,0.73,0.02,-0.41,0.84,311,30.4,9404,401,0
6206162,24279,6230441,01:43:50.441,105737,00:01:45.737,30.9,14.16,0.72,0.00,-0.38,0.81,311,30.4,9404,406,6
6206162,24324,6230486,01:43:50.486,105782,00:01:45.782,30.9,14.15,0.56,0.34,-0.59,0.88,311,30.4,9404,400,3
6206162,24369,6230531,01:43:50.531,105827,00:01:45.827,30.9,14.10,0.36,0.44,-0.44,0.72,311,30.4,9404,400,8
6206162,24414,6230576,01:43:50.576,105872,00:01:45.872,30.9,14.10,0.48,0.36,-0.47,0.76,311,30.4,9404,407,3
6206162,24462,6230624,01:43:50.624,105920,00:01:45.920,30.9,14.09,0.41,0.31,-0.41,0.66,311,30.4,9404,401,2
6206162,24507,6230669,01:43:50.669,105965,00:01:45.965,30.9,14.09,0.52,0.45,-0.41,0.80,311,30.4,9404,403,1
